"","UniID","mom","ID","temp","active","instar","dur_class","Mo","year"
"1038","65 5","65",5,11,"y",4,24,8.32,"2024"
"1039","66 15","66",15,11,"",4,0,18.15,"2024"
"1040","66 15","66",15,11,"y",4,6,18.15,"2024"
"1041","66 15","66",15,11,"y",4,24,18.15,"2024"
"1042","72 27","72",27,11,"",4,0,17.94,"2024"
"1043","72 27","72",27,11,"y",4,6,17.94,"2024"
"1044","72 27","72",27,11,"y",4,24,17.94,"2024"
"1045","73 3","73",3,11,"",4,0,17.15,"2024"
"1046","73 3","73",3,11,"y",4,6,17.15,"2024"
"1047","73 3","73",3,11,"y",4,24,17.15,"2024"
"1048","73 4","73",4,11,"",4,0,11.39,"2024"
"1049","73 4","73",4,11,"y",4,6,11.39,"2024"
"1050","73 4","73",4,11,"y",4,24,11.39,"2024"
"1051","73 5","73",5,11,"",4,0,8.77,"2024"
"1052","73 5","73",5,11,"y",4,6,8.77,"2024"
"1053","73 5","73",5,11,"y",4,24,8.77,"2024"
"1054","75 3","75",3,11,"",4,0,9.62,"2024"
"1055","75 3","75",3,11,"y",4,6,9.62,"2024"
"1056","75 3","75",3,11,"y",4,24,9.62,"2024"
"1057","75 4","75",4,11,"",4,0,9.18,"2024"
"1058","75 4","75",4,11,"y",4,6,9.18,"2024"
"1059","75 4","75",4,11,"y",4,24,9.18,"2024"
"1060","75 5","75",5,11,"",4,0,13.06,"2024"
"1061","75 5","75",5,11,"y",4,6,13.06,"2024"
"1062","75 5","75",5,11,"y",4,24,13.06,"2024"
"1063","77 5","77",5,11,"",4,0,15.3,"2024"
"1064","77 5","77",5,11,"y",4,6,15.3,"2024"
"1065","77 5","77",5,11,"y",4,24,15.3,"2024"
"1066","80 3","80",3,11,"",4,0,14.09,"2024"
"1067","80 3","80",3,11,"n",4,6,14.09,"2024"
"1068","80 3","80",3,11,"y",4,24,14.09,"2024"
"1069","80 4","80",4,11,"",4,0,10.01,"2024"
"1070","80 4","80",4,11,"y",4,6,10.01,"2024"
"1071","80 4","80",4,11,"y",4,24,10.01,"2024"
"1072","64 17","64",17,17,"",4,0,14.52,"2024"
"1073","64 17","64",17,17,"y",4,6,14.52,"2024"
"1074","64 17","64",17,17,"y",4,24,14.52,"2024"
"1075","66 16","66",16,17,"",4,0,12.33,"2024"
"1076","66 16","66",16,17,"y",4,6,12.33,"2024"
"1077","66 16","66",16,17,"y",4,24,12.33,"2024"
"1078","67 3","67",3,17,"",4,0,10.31,"2024"
"1079","67 3","67",3,17,"y",4,6,10.31,"2024"
"1080","67 3","67",3,17,"y",4,24,10.31,"2024"
"1081","67 4","67",4,17,"",4,0,13.89,"2024"
"1082","67 4","67",4,17,"y",4,6,13.89,"2024"
"1083","67 4","67",4,17,"y",4,24,13.89,"2024"
"1084","67 5","67",5,17,"",4,0,14.54,"2024"
"1085","67 5","67",5,17,"y",4,6,14.54,"2024"
"1086","67 5","67",5,17,"y",4,24,14.54,"2024"
"1087","69 13","69",13,17,"",4,0,11.16,"2024"
"1088","69 13","69",13,17,"y",4,6,11.16,"2024"
"1089","69 13","69",13,17,"y",4,24,11.16,"2024"
"1090","69 14","69",14,17,"",4,0,12.52,"2024"
"1091","69 14","69",14,17,"y",4,6,12.52,"2024"
"1092","69 14","69",14,17,"y",4,24,12.52,"2024"
"1093","69 15","69",15,17,"",4,0,11.99,"2024"
"1094","69 15","69",15,17,"y",4,6,11.99,"2024"
"1095","69 15","69",15,17,"y",4,24,11.99,"2024"
"1096","69 16","69",16,17,"",4,0,15.59,"2024"
"1097","69 16","69",16,17,"y",4,6,15.59,"2024"
"1098","69 16","69",16,17,"y",4,24,15.59,"2024"
"1099","74 14","74",14,17,"",4,0,16.74,"2024"
"1100","74 14","74",14,17,"y",4,6,16.74,"2024"
"1101","74 14","74",14,17,"y",4,24,16.74,"2024"
"1102","78 17","78",17,17,"",4,0,17.96,"2024"
"1103","78 17","78",17,17,"y",4,6,17.96,"2024"
"1104","78 17","78",17,17,"y",4,24,17.96,"2024"
"1105","79 16","79",16,17,"",4,0,12.02,"2024"
"1106","79 16","79",16,17,"y",4,6,12.02,"2024"
"1107","79 16","79",16,17,"y",4,24,12.02,"2024"
"1108","64 18","64",18,23,"",4,0,8.67,"2024"
"1109","64 18","64",18,23,"y",4,6,8.67,"2024"
"1110","64 18","64",18,23,"y",4,24,8.67,"2024"
"1111","66 17","66",17,23,"",4,0,14.84,"2024"
"1112","66 17","66",17,23,"y",4,6,14.84,"2024"
"1113","66 17","66",17,23,"y",4,24,14.84,"2024"
"1114","66 18","66",18,23,"",4,0,11.52,"2024"
"1115","66 18","66",18,23,"y",4,6,11.52,"2024"
"1116","66 18","66",18,23,"y",4,24,11.52,"2024"
"1117","66 19","66",19,23,"",4,0,14.79,"2024"
"1118","66 19","66",19,23,"y",4,6,14.79,"2024"
"1119","66 19","66",19,23,"y",4,24,14.79,"2024"
"1120","66 20","66",20,23,"",4,0,17.9,"2024"
"1121","66 20","66",20,23,"y",4,6,17.9,"2024"
"1122","66 20","66",20,23,"y",4,24,17.9,"2024"
"1123","66 21","66",21,23,"",4,0,13.41,"2024"
"1124","66 21","66",21,23,"y",4,6,13.41,"2024"
"1125","66 21","66",21,23,"y",4,24,13.41,"2024"
"1126","67 6","67",6,23,"",4,0,10.14,"2024"
"1127","67 6","67",6,23,"y",4,6,10.14,"2024"
"1128","67 6","67",6,23,"y",4,24,10.14,"2024"
"1129","67 7","67",7,23,"",4,0,10.1,"2024"
"1130","67 7","67",7,23,"y",4,6,10.1,"2024"
"1131","67 7","67",7,23,"y",4,24,10.1,"2024"
"1132","67 8","67",8,23,"",4,0,13.08,"2024"
"1133","67 8","67",8,23,"y",4,6,13.08,"2024"
"1134","67 8","67",8,23,"y",4,24,13.08,"2024"
"1135","67 9","67",9,23,"",4,0,12.75,"2024"
"1136","67 9","67",9,23,"y",4,6,12.75,"2024"
"1137","67 9","67",9,23,"y",4,24,12.75,"2024"
"1138","67 10","67",10,23,"",4,0,13.05,"2024"
"1139","67 10","67",10,23,"y",4,6,13.05,"2024"
"1140","67 10","67",10,23,"y",4,24,13.05,"2024"
"1141","74 15","74",15,23,"",4,0,11.31,"2024"
"1142","74 15","74",15,23,"y",4,6,11.31,"2024"
"1143","74 15","74",15,23,"y",4,24,11.31,"2024"
"1144","63 1","63",1,29,"",4,0,9.61,"2024"
"1145","63 1","63",1,29,"y",4,6,9.61,"2024"
"1146","63 1","63",1,29,"y",4,24,9.61,"2024"
"1147","63 2","63",2,29,"",4,0,18.24,"2024"
"1148","63 2","63",2,29,"y",4,6,18.24,"2024"
"1149","63 2","63",2,29,"y",4,24,18.24,"2024"
"1150","63 3","63",3,29,"",4,0,12.47,"2024"
"1151","63 3","63",3,29,"y",4,6,12.47,"2024"
"1152","63 3","63",3,29,"y",4,24,12.47,"2024"
"1153","63 4","63",4,29,"",4,0,11.14,"2024"
"1154","63 4","63",4,29,"y",4,6,11.14,"2024"
"1155","63 4","63",4,29,"y",4,24,11.14,"2024"
"1156","63 5","63",5,29,"",4,0,9.68,"2024"
"1157","63 5","63",5,29,"y",4,6,9.68,"2024"
"1158","63 5","63",5,29,"y",4,24,9.68,"2024"
"1159","64 19","64",19,29,"",4,0,17.72,"2024"
"1160","64 19","64",19,29,"y",4,6,17.72,"2024"
"1161","64 19","64",19,29,"y",4,24,17.72,"2024"
"1162","64 20","64",20,29,"",4,0,12.66,"2024"
"1163","64 20","64",20,29,"y",4,6,12.66,"2024"
"1164","64 20","64",20,29,"y",4,24,12.66,"2024"
"1165","64 21","64",21,29,"",4,0,14.28,"2024"
"1166","64 21","64",21,29,"y",4,6,14.28,"2024"
"1167","64 21","64",21,29,"y",4,24,14.28,"2024"
"1168","64 22","64",22,29,"",4,0,11.73,"2024"
"1169","64 22","64",22,29,"y",4,6,11.73,"2024"
"1170","64 22","64",22,29,"y",4,24,11.73,"2024"
"1171","65 6","65",6,29,"",4,0,11.3,"2024"
"1172","65 6","65",6,29,"y",4,6,11.3,"2024"
"1173","65 6","65",6,29,"y",4,24,11.3,"2024"
"1174","65 7","65",7,29,"",4,0,10.56,"2024"
"1175","65 7","65",7,29,"y",4,6,10.56,"2024"
"1176","65 7","65",7,29,"y",4,24,10.56,"2024"
"1177","65 8","65",8,29,"",4,0,15.4,"2024"
"1178","65 8","65",8,29,"y",4,6,15.4,"2024"
"1179","65 8","65",8,29,"y",4,24,15.4,"2024"
"1180","67 11","67",11,11,"",4,0,15.75,"2024"
"1181","67 11","67",11,11,"y",4,6,15.75,"2024"
"1182","67 11","67",11,11,"y",4,24,15.75,"2024"
"1183","67 12","67",12,11,"",4,0,11.96,"2024"
"1184","67 12","67",12,11,"y",4,6,11.96,"2024"
"1185","67 12","67",12,11,"y",4,24,11.96,"2024"
"1186","67 13","67",13,11,"",4,0,11.69,"2024"
"1187","67 13","67",13,11,"y",4,6,11.69,"2024"
"1188","67 13","67",13,11,"y",4,24,11.69,"2024"
"1189","67 14","67",14,11,"",4,0,9.67,"2024"
"1190","67 14","67",14,11,"y",4,6,9.67,"2024"
"1191","67 14","67",14,11,"y",4,24,9.67,"2024"
"1192","67 15","67",15,11,"",4,0,13.09,"2024"
"1193","67 15","67",15,11,"y",4,6,13.09,"2024"
"1194","67 15","67",15,11,"y",4,24,13.09,"2024"
"1195","69 17","69",17,11,"",4,0,9.63,"2024"
"1196","69 17","69",17,11,"y",4,6,9.63,"2024"
"1197","69 17","69",17,11,"y",4,24,9.63,"2024"
"1198","69 18","69",18,11,"",4,0,19.87,"2024"
"1199","69 18","69",18,11,"y",4,6,19.87,"2024"
"1200","69 18","69",18,11,"y",4,24,19.87,"2024"
"1201","69 19","69",19,11,"",4,0,18.17,"2024"
"1202","69 19","69",19,11,"y",4,6,18.17,"2024"
"1203","69 19","69",19,11,"y",4,24,18.17,"2024"
"1204","69 20","69",20,11,"",4,0,16.62,"2024"
"1205","69 20","69",20,11,"y",4,6,16.62,"2024"
"1206","69 20","69",20,11,"y",4,24,16.62,"2024"
"1207","69 21","69",21,11,"",4,0,10.92,"2024"
"1208","69 21","69",21,11,"y",4,6,10.92,"2024"
"1209","69 21","69",21,11,"y",4,24,10.92,"2024"
"1210","80 5","80",5,11,"",4,0,10.62,"2024"
"1211","80 5","80",5,11,"y",4,6,10.62,"2024"
"1212","80 5","80",5,11,"y",4,24,10.62,"2024"
"1213","81 14","81",14,11,"",4,0,12.2,"2024"
"1214","81 14","81",14,11,"y",4,6,12.2,"2024"
"1215","81 14","81",14,11,"n",4,24,12.2,"2024"
"1216","63 6","63",6,17,"",4,0,11.4,"2024"
"1217","63 6","63",6,17,"y",4,6,11.4,"2024"
"1218","63 6","63",6,17,"y",4,24,11.4,"2024"
"1219","63 7","63",7,17,"",4,0,8.68,"2024"
"1220","63 7","63",7,17,"y",4,6,8.68,"2024"
"1221","63 7","63",7,17,"y",4,24,8.68,"2024"
"1222","63 8","63",8,17,"",4,0,8.62,"2024"
"1223","63 8","63",8,17,"y",4,6,8.62,"2024"
"1224","63 8","63",8,17,"y",4,24,8.62,"2024"
"1225","69 22","69",22,17,"",4,0,15.19,"2024"
"1226","69 22","69",22,17,"y",4,6,15.19,"2024"
"1227","69 22","69",22,17,"y",4,24,15.19,"2024"
"1228","75 6","75",6,17,"",4,0,17.48,"2024"
"1229","75 6","75",6,17,"y",4,6,17.48,"2024"
"1230","75 6","75",6,17,"y",4,24,17.48,"2024"
"1231","75 7","75",7,17,"",4,0,9.22,"2024"
"1232","75 7","75",7,17,"y",4,6,9.22,"2024"
"1233","75 7","75",7,17,"y",4,24,9.22,"2024"
"1234","80 6","80",6,17,"",4,0,7.68,"2024"
"1235","80 6","80",6,17,"y",4,6,7.68,"2024"
"1236","80 6","80",6,17,"y",4,24,7.68,"2024"
"1237","80 7","80",7,17,"",4,0,14.4,"2024"
"1238","80 7","80",7,17,"y",4,6,14.4,"2024"
"1239","80 7","80",7,17,"y",4,24,14.4,"2024"
"1240","80 8","80",8,17,"",4,0,8.08,"2024"
"1241","80 8","80",8,17,"y",4,6,8.08,"2024"
"1242","80 8","80",8,17,"y",4,24,8.08,"2024"
"1243","80 9","80",9,17,"",4,0,9.61,"2024"
"1244","80 9","80",9,17,"y",4,6,9.61,"2024"
"1245","80 9","80",9,17,"y",4,24,9.61,"2024"
"1246","80 10","80",10,17,"",4,0,10.71,"2024"
"1247","80 10","80",10,17,"y",4,6,10.71,"2024"
"1248","80 10","80",10,17,"y",4,24,10.71,"2024"
"1249","81 15","81",15,17,"",4,0,9.4,"2024"
"1250","81 15","81",15,17,"y",4,6,9.4,"2024"
"1251","81 15","81",15,17,"y",4,24,9.4,"2024"
"1252","76 1","76",1,23,"",4,0,11.88,"2024"
"1253","76 1","76",1,23,"y",4,6,11.88,"2024"
"1254","76 1","76",1,23,"y",4,24,11.88,"2024"
"1255","76 2","76",2,23,"",4,0,10.43,"2024"
"1256","76 2","76",2,23,"y",4,6,10.43,"2024"
"1257","76 2","76",2,23,"y",4,24,10.43,"2024"
"1258","76 3","76",3,23,"",4,0,15.58,"2024"
"1259","76 3","76",3,23,"y",4,6,15.58,"2024"
"1260","76 3","76",3,23,"y",4,24,15.58,"2024"
"1261","76 4","76",4,23,"",4,0,17.25,"2024"
"1262","76 4","76",4,23,"y",4,6,17.25,"2024"
"1263","76 4","76",4,23,"y",4,24,17.25,"2024"
"1264","76 5","76",5,23,"",4,0,8.71,"2024"
"1265","76 5","76",5,23,"y",4,6,8.71,"2024"
"1266","76 5","76",5,23,"y",4,24,8.71,"2024"
"1267","80 11","80",11,23,"",4,0,18.21,"2024"
"1268","80 11","80",11,23,"y",4,6,18.21,"2024"
"1269","80 11","80",11,23,"y",4,24,18.21,"2024"
"1270","81 16","81",16,23,"",4,0,9.29,"2024"
"1271","81 16","81",16,23,"y",4,6,9.29,"2024"
"1272","81 16","81",16,23,"y",4,24,9.29,"2024"
"1273","81 17","81",17,23,"",4,0,8.17,"2024"
"1274","81 17","81",17,23,"y",4,6,8.17,"2024"
"1275","81 17","81",17,23,"y",4,24,8.17,"2024"
"1276","81 18","81",18,23,"",4,0,8.59,"2024"
"1277","81 18","81",18,23,"y",4,6,8.59,"2024"
"1278","81 18","81",18,23,"y",4,24,8.59,"2024"
"1279","82 8","82",8,23,"",4,0,9.34,"2024"
"1280","82 8","82",8,23,"y",4,6,9.34,"2024"
"1281","82 8","82",8,23,"y",4,24,9.34,"2024"
"1282","82 9","82",9,23,"",4,0,13.48,"2024"
"1283","82 9","82",9,23,"y",4,6,13.48,"2024"
"1284","82 9","82",9,23,"y",4,24,13.48,"2024"
"1285","82 10","82",10,23,"",4,0,8.27,"2024"
"1286","82 10","82",10,23,"y",4,6,8.27,"2024"
"1287","82 10","82",10,23,"y",4,24,8.27,"2024"
"1288","66 22","66",22,29,"",4,0,14.92,"2024"
"1289","66 22","66",22,29,"y",4,6,14.92,"2024"
"1290","66 22","66",22,29,"y",4,24,14.92,"2024"
"1291","69 23","69",23,29,"",4,0,11.35,"2024"
"1292","69 23","69",23,29,"y",4,6,11.35,"2024"
"1293","69 23","69",23,29,"y",4,24,11.35,"2024"
"1294","70 1","70",1,29,"",4,0,12.59,"2024"
"1295","70 1","70",1,29,"y",4,6,12.59,"2024"
"1296","70 1","70",1,29,"y",4,24,12.59,"2024"
"1297","70 2","70",2,29,"",4,0,10.37,"2024"
"1298","70 2","70",2,29,"y",4,6,10.37,"2024"
"1299","70 2","70",2,29,"y",4,24,10.37,"2024"
"1300","70 3","70",3,29,"",4,0,10.13,"2024"
"1301","70 3","70",3,29,"y",4,6,10.13,"2024"
"1302","70 3","70",3,29,"y",4,24,10.13,"2024"
"1303","70 4","70",4,29,"",4,0,11.9,"2024"
"1304","70 4","70",4,29,"y",4,6,11.9,"2024"
"1305","70 4","70",4,29,"y",4,24,11.9,"2024"
"1306","74 16","74",16,29,"",4,0,13.24,"2024"
"1307","74 16","74",16,29,"y",4,6,13.24,"2024"
"1308","74 16","74",16,29,"y",4,24,13.24,"2024"
"1309","74 17","74",17,29,"",4,0,11.05,"2024"
"1310","74 17","74",17,29,"y",4,6,11.05,"2024"
"1311","74 17","74",17,29,"y",4,24,11.05,"2024"
"1312","74 18","74",18,29,"",4,0,11.6,"2024"
"1313","74 18","74",18,29,"y",4,6,11.6,"2024"
"1314","74 18","74",18,29,"y",4,24,11.6,"2024"
"1315","74 19","74",19,29,"",4,0,11.97,"2024"
"1316","74 19","74",19,29,"y",4,6,11.97,"2024"
"1317","74 19","74",19,29,"y",4,24,11.97,"2024"
"1318","74 20","74",20,29,"",4,0,15.77,"2024"
"1319","74 20","74",20,29,"y",4,6,15.77,"2024"
"1320","74 20","74",20,29,"y",4,24,15.77,"2024"
"1321","74 21","74",21,29,"",4,0,14.04,"2024"
"1322","74 21","74",21,29,"y",4,6,14.04,"2024"
"1323","74 21","74",21,29,"y",4,24,14.04,"2024"
"1324","69 24","69",24,11,"",4,0,15.98,"2024"
"1325","69 24","69",24,11,"y",4,6,15.98,"2024"
"1326","69 24","69",24,11,"y",4,24,15.98,"2024"
"1327","69 25","69",25,11,"",4,0,13.84,"2024"
"1328","69 25","69",25,11,"y",4,6,13.84,"2024"
"1329","69 25","69",25,11,"y",4,24,13.84,"2024"
"1330","69 26","69",26,11,"",4,0,11.12,"2024"
"1331","69 26","69",26,11,"y",4,6,11.12,"2024"
"1332","69 26","69",26,11,"y",4,24,11.12,"2024"
"1333","69 27","69",27,11,"",4,0,8.8,"2024"
"1334","69 27","69",27,11,"y",4,6,8.8,"2024"
"1335","69 27","69",27,11,"y",4,24,8.8,"2024"
"1336","69 28","69",28,11,"",4,0,13.21,"2024"
"1337","69 28","69",28,11,"y",4,6,13.21,"2024"
"1338","69 28","69",28,11,"y",4,24,13.21,"2024"
"1339","72 28","72",28,11,"",4,0,12.09,"2024"
"1340","72 28","72",28,11,"y",4,6,12.09,"2024"
"1341","72 28","72",28,11,"y",4,24,12.09,"2024"
"1342","82 11","82",11,11,"",4,0,13.88,"2024"
"1343","82 11","82",11,11,"y",4,6,13.88,"2024"
"1344","82 11","82",11,11,"y",4,24,13.88,"2024"
"1345","82 12","82",12,11,"",4,0,10.39,"2024"
"1346","82 12","82",12,11,"y",4,6,10.39,"2024"
"1347","82 12","82",12,11,"y",4,24,10.39,"2024"
"1348","82 13","82",13,11,"",4,0,12.73,"2024"
"1349","82 13","82",13,11,"y",4,6,12.73,"2024"
"1350","82 13","82",13,11,"y",4,24,12.73,"2024"
"1351","82 14","82",14,11,"",4,0,8.87,"2024"
"1352","82 14","82",14,11,"y",4,6,8.87,"2024"
"1353","82 14","82",14,11,"y",4,24,8.87,"2024"
"1354","82 15","82",15,11,"",4,0,8.05,"2024"
"1355","82 15","82",15,11,"y",4,6,8.05,"2024"
"1356","82 15","82",15,11,"y",4,24,8.05,"2024"
"1357","83 26","83",26,11,"",4,0,11.55,"2024"
"1358","83 26","83",26,11,"y",4,6,11.55,"2024"
"1359","83 26","83",26,11,"y",4,24,11.55,"2024"
"1360","69 29","69",29,17,"",4,0,10.09,"2024"
"1361","69 29","69",29,17,"y",4,6,10.09,"2024"
"1362","69 29","69",29,17,"y",4,24,10.09,"2024"
"1363","69 30","69",30,17,"",4,0,12.75,"2024"
"1364","69 30","69",30,17,"y",4,6,12.75,"2024"
"1365","69 30","69",30,17,"y",4,24,12.75,"2024"
"1366","77 6","77",6,17,"",4,0,11.82,"2024"
"1367","77 6","77",6,17,"n",4,6,11.82,"2024"
"1368","77 6","77",6,17,"y",4,24,11.82,"2024"
"1369","77 7","77",7,17,"",4,0,10.56,"2024"
"1370","77 7","77",7,17,"y",4,6,10.56,"2024"
"1371","77 7","77",7,17,"y",4,24,10.56,"2024"
"1372","79 17","79",17,17,"",4,0,8.58,"2024"
"1373","79 17","79",17,17,"y",4,6,8.58,"2024"
"1374","79 17","79",17,17,"y",4,24,8.58,"2024"
"1375","79 18","79",18,17,"",4,0,14.72,"2024"
"1376","79 18","79",18,17,"y",4,6,14.72,"2024"
"1377","79 18","79",18,17,"y",4,24,14.72,"2024"
"1378","79 19","79",19,17,"",4,0,14.13,"2024"
"1379","79 19","79",19,17,"y",4,6,14.13,"2024"
"1380","79 19","79",19,17,"y",4,24,14.13,"2024"
"1381","81 19","81",19,17,"",4,0,18.38,"2024"
"1382","81 19","81",19,17,"y",4,6,18.38,"2024"
"1383","81 19","81",19,17,"y",4,24,18.38,"2024"
"1384","81 20","81",20,17,"",4,0,9.58,"2024"
"1385","81 20","81",20,17,"y",4,6,9.58,"2024"
"1386","81 20","81",20,17,"y",4,24,9.58,"2024"
"1387","81 21","81",21,17,"",4,0,14.24,"2024"
"1388","81 21","81",21,17,"y",4,6,14.24,"2024"
"1389","81 21","81",21,17,"y",4,24,14.24,"2024"
"1390","81 22","81",22,17,"",4,0,17.6,"2024"
"1391","81 22","81",22,17,"y",4,6,17.6,"2024"
"1392","81 22","81",22,17,"y",4,24,17.6,"2024"
"1393","81 23","81",23,17,"",4,0,10.61,"2024"
"1394","81 23","81",23,17,"y",4,6,10.61,"2024"
"1395","81 23","81",23,17,"y",4,24,10.61,"2024"
"1396","69 31","69",31,23,"",4,0,10.03,"2024"
"1397","69 31","69",31,23,"n",4,6,10.03,"2024"
"1398","69 31","69",31,23,"n",4,24,10.03,"2024"
"1399","69 32","69",32,23,"",4,0,14.23,"2024"
"1400","69 32","69",32,23,"y",4,6,14.23,"2024"
"1401","69 32","69",32,23,"y",4,24,14.23,"2024"
"1402","69 33","69",33,23,"",4,0,15,"2024"
"1403","69 33","69",33,23,"y",4,6,15,"2024"
"1404","69 33","69",33,23,"y",4,24,15,"2024"
"1405","72 29","72",29,23,"",4,0,9.77,"2024"
"1406","72 29","72",29,23,"y",4,6,9.77,"2024"
"1407","72 29","72",29,23,"y",4,24,9.77,"2024"
"1408","72 30","72",30,23,"",4,0,11.61,"2024"
"1409","72 30","72",30,23,"y",4,6,11.61,"2024"
"1410","72 30","72",30,23,"y",4,24,11.61,"2024"
"1411","72 31","72",31,23,"",4,0,13.43,"2024"
"1412","72 31","72",31,23,"y",4,6,13.43,"2024"
"1413","72 31","72",31,23,"y",4,24,13.43,"2024"
"1414","72 32","72",32,23,"",4,0,19.93,"2024"
"1415","72 32","72",32,23,"y",4,6,19.93,"2024"
"1416","72 32","72",32,23,"y",4,24,19.93,"2024"
"1417","72 33","72",33,23,"",4,0,11.77,"2024"
"1418","72 33","72",33,23,"y",4,6,11.77,"2024"
"1419","72 33","72",33,23,"y",4,24,11.77,"2024"
"1420","79 20","79",20,23,"",4,0,10.82,"2024"
"1421","79 20","79",20,23,"y",4,6,10.82,"2024"
"1422","79 20","79",20,23,"y",4,24,10.82,"2024"
"1423","79 21","79",21,23,"",4,0,14.3,"2024"
"1424","79 21","79",21,23,"y",4,6,14.3,"2024"
"1425","79 21","79",21,23,"y",4,24,14.3,"2024"
"1426","79 22","79",22,23,"",4,0,11.96,"2024"
"1427","79 22","79",22,23,"y",4,6,11.96,"2024"
"1428","79 22","79",22,23,"y",4,24,11.96,"2024"
"1429","79 23","79",23,23,"",4,0,18.39,"2024"
"1430","79 23","79",23,23,"y",4,6,18.39,"2024"
"1431","79 23","79",23,23,"y",4,24,18.39,"2024"
"1432","66 23","66",23,29,"",4,0,12.75,"2024"
"1433","66 23","66",23,29,"y",4,6,12.75,"2024"
"1434","66 23","66",23,29,"y",4,24,12.75,"2024"
"1435","66 24","66",24,29,"",4,0,17.83,"2024"
"1436","66 24","66",24,29,"y",4,6,17.83,"2024"
"1437","66 24","66",24,29,"y",4,24,17.83,"2024"
"1438","66 25","66",25,29,"",4,0,13.63,"2024"
"1439","66 25","66",25,29,"y",4,6,13.63,"2024"
"1440","66 25","66",25,29,"y",4,24,13.63,"2024"
"1441","66 26","66",26,29,"",4,0,17.68,"2024"
"1442","66 26","66",26,29,"y",4,6,17.68,"2024"
"1443","66 26","66",26,29,"y",4,24,17.68,"2024"
"1444","66 27","66",27,29,"",4,0,12.21,"2024"
"1445","66 27","66",27,29,"y",4,6,12.21,"2024"
"1446","66 27","66",27,29,"y",4,24,12.21,"2024"
"1447","72 34","72",34,29,"",4,0,14.04,"2024"
"1448","72 34","72",34,29,"y",4,6,14.04,"2024"
"1449","72 34","72",34,29,"y",4,24,14.04,"2024"
"1450","79 24","79",24,29,"",4,0,14.52,"2024"
"1451","79 24","79",24,29,"y",4,6,14.52,"2024"
"1452","79 24","79",24,29,"y",4,24,14.52,"2024"
"1453","79 25","79",25,29,"",4,0,15.31,"2024"
"1454","79 25","79",25,29,"y",4,6,15.31,"2024"
"1455","79 25","79",25,29,"y",4,24,15.31,"2024"
"1456","79 26","79",26,29,"",4,0,16.01,"2024"
"1457","79 26","79",26,29,"y",4,6,16.01,"2024"
"1458","79 26","79",26,29,"y",4,24,16.01,"2024"
"1459","79 27","79",27,29,"",4,0,17.39,"2024"
"1460","79 27","79",27,29,"y",4,6,17.39,"2024"
"1461","79 27","79",27,29,"y",4,24,17.39,"2024"
"1462","79 28","79",28,29,"",4,0,15.53,"2024"
"1463","79 28","79",28,29,"y",4,6,15.53,"2024"
"1464","79 28","79",28,29,"y",4,24,15.53,"2024"
"1465","79 29","79",29,29,"",4,0,13.8,"2024"
"1466","79 29","79",29,29,"y",4,6,13.8,"2024"
"1467","79 29","79",29,29,"y",4,24,13.8,"2024"
"1468","72 35","72",35,11,"",4,0,18.79,"2024"
"1469","72 35","72",35,11,"y",4,6,18.79,"2024"
"1470","72 35","72",35,11,"y",4,24,18.79,"2024"
"1471","72 36","72",36,11,"",4,0,12.02,"2024"
"1472","72 36","72",36,11,"y",4,6,12.02,"2024"
"1473","72 36","72",36,11,"y",4,24,12.02,"2024"
"1474","72 37","72",37,11,"",4,0,16.26,"2024"
"1475","72 37","72",37,11,"y",4,6,16.26,"2024"
"1476","72 37","72",37,11,"y",4,24,16.26,"2024"
"1477","76 6","76",6,11,"",4,0,9.88,"2024"
"1478","76 6","76",6,11,"y",4,6,9.88,"2024"
"1479","76 6","76",6,11,"y",4,24,9.88,"2024"
"1480","76 7","76",7,11,"",4,0,10.36,"2024"
"1481","76 7","76",7,11,"n",4,6,10.36,"2024"
"1482","76 7","76",7,11,"y",4,24,10.36,"2024"
"1483","81 24","81",24,11,"",4,0,8.71,"2024"
"1484","81 24","81",24,11,"n",4,6,8.71,"2024"
"1485","81 24","81",24,11,"y",4,24,8.71,"2024"
"1486","81 25","81",25,11,"",4,0,12.99,"2024"
"1487","81 25","81",25,11,"y",4,6,12.99,"2024"
"1488","81 25","81",25,11,"y",4,24,12.99,"2024"
"1489","81 26","81",26,11,"",4,0,13.5,"2024"
"1490","81 26","81",26,11,"y",4,6,13.5,"2024"
"1491","81 26","81",26,11,"y",4,24,13.5,"2024"
"1492","83 27","83",27,11,"",4,0,13.44,"2024"
"1493","83 27","83",27,11,"y",4,6,13.44,"2024"
"1494","83 27","83",27,11,"y",4,24,13.44,"2024"
"1495","83 28","83",28,11,"",4,0,13.15,"2024"
"1496","83 28","83",28,11,"y",4,6,13.15,"2024"
"1497","83 28","83",28,11,"y",4,24,13.15,"2024"
"1498","84 1","84",1,11,"",4,0,15.56,"2024"
"1499","84 1","84",1,11,"y",4,6,15.56,"2024"
"1500","84 1","84",1,11,"y",4,24,15.56,"2024"
"1501","84 2","84",2,11,"",4,0,12.62,"2024"
"1502","84 2","84",2,11,"y",4,6,12.62,"2024"
"1503","84 2","84",2,11,"y",4,24,12.62,"2024"
"1504","69 34","69",34,17,"",4,0,9.42,"2024"
"1505","69 34","69",34,17,"y",4,6,9.42,"2024"
"1506","69 34","69",34,17,"y",4,24,9.42,"2024"
"1507","69 35","69",35,17,"",4,0,11.08,"2024"
"1508","69 35","69",35,17,"y",4,6,11.08,"2024"
