"","UniID","mom","ID","temp","active","instar","time","duration","Mo","fw","time.per","mgain","Jdate","rgrlog","gr"
"849","79 9","79",9,23,"y",4,0,0,14,14,"current",0,253,NA,NA
"850","79 9","79",9,23,"y",4,6,6,14,24.89,"current",10.89,253,0.0416494768217259,1.815
"851","79 9","79",9,23,"y",4,24.1666666666667,-6,14,50.99,"current",36.99,254,0.0232285645361063,1.53062068965517
"852","79 10","79",10,23,"y",4,0,0,17.03,17.03,"current",0,253,NA,NA
"853","79 10","79",10,23,"y",4,6,6,17.03,26.83,"current",9.8,253,0.032901004118223,1.63333333333333
"854","79 10","79",10,23,"y",4,24.1666666666667,-6,17.03,51.66,"current",34.63,254,0.0199423346430909,1.43296551724138
"855","79 11","79",11,23,"y",4,0,0,18.89,18.89,"current",0,253,NA,NA
"856","79 11","79",11,23,"y",4,6,6,18.89,33.26,"current",14.37,253,0.0409483811602778,2.395
"857","79 11","79",11,23,"y",4,24.1666666666667,-6,18.89,49.48,"current",30.59,254,0.0173047337807689,1.26579310344828
"858","79 12","79",12,23,"y",4,0,0,7.08,7.08,"current",0,253,NA,NA
"859","79 12","79",12,23,"y",4,6,6,7.08,6.67,"current",-0.41,253,-0.00431790396220335,-0.0683333333333334
"860","81 3","81",3,23,"y",4,0,0,10.67,10.67,"current",0,253,NA,NA
"861","81 3","81",3,23,"y",4,6,6,10.67,17.26,"current",6.59,253,0.0348127286591201,1.09833333333333
"862","81 3","81",3,23,"y",4,24.1666666666667,-6,10.67,35.2,"current",24.53,254,0.0214501342367032,1.01503448275862
"863","81 4","81",4,23,"y",4,0,0,9.98,9.98,"current",0,253,NA,NA
"864","81 4","81",4,23,"y",4,6,6,9.98,13.74,"current",3.76,253,0.0231426985726934,0.626666666666667
"865","81 4","81",4,23,"y",4,24.1666666666667,-6,9.98,30.44,"current",20.46,254,0.0200405837301171,0.846620689655172
"866","81 5","81",5,23,"y",4,0,0,13.64,13.64,"current",0,253,NA,NA
"867","81 5","81",5,23,"y",4,6,6,13.64,17.21,"current",3.57,253,0.0168277500011834,0.595
"868","81 5","81",5,23,"y",4,24.1666666666667,-6,13.64,34.13,"current",20.49,254,0.0164822862603384,0.847862068965517
"869","82 3","82",3,23,"y",4,0,0,10.2,10.2,"current",0,253,NA,NA
"870","82 3","82",3,23,"y",4,6,6,10.2,15.44,"current",5.24,253,0.0300078540396333,0.873333333333333
"871","82 3","82",3,23,"y",4,24.1666666666667,-6,10.2,41.42,"current",31.22,254,0.0251838588742972,1.29186206896552
"872","82 4","82",4,23,"y",4,0,0,12.32,12.32,"current",0,253,NA,NA
"873","82 4","82",4,23,"y",4,6,6,12.32,16.99,"current",4.67,253,0.0232637785067732,0.778333333333333
"874","82 4","82",4,23,"y",4,24.1666666666667,-6,12.32,43.46,"current",31.14,254,0.0226543040340455,1.28855172413793
"875","82 5","82",5,29,"y",4,0,0,9.88,9.88,"current",0,253,NA,NA
"876","82 5","82",5,29,"y",4,6,6,9.88,19.81,"current",9.93,253,0.0503545884918198,1.655
"877","82 5","82",5,29,"y",4,24.0166666666667,-6.11666666666667,9.88,45.51,"current",35.63,254,0.0276203979563677,1.48355308813324
"878","82 6","82",6,29,"y",4,0,0,10.73,10.73,"current",0,253,NA,NA
"879","82 6","82",6,29,"y",4,6,6,10.73,15.94,"current",5.21,253,0.0286480991823571,0.868333333333333
"880","82 6","82",6,29,"y",4,24.0166666666667,-6.11666666666667,10.73,49.6,"current",38.87,254,0.0276841896401491,1.61845940319223
"881","82 7","82",7,29,"y",4,0,0,10.16,10.16,"current",0,253,NA,NA
"882","82 7","82",7,29,"y",4,6,6,10.16,16.03,"current",5.87,253,0.033006635734374,0.978333333333333
"883","82 7","82",7,29,"y",4,24.0166666666667,-6.11666666666667,10.16,43.11,"current",32.95,254,0.0261353635630529,1.37196391394865
"884","83 1","83",1,29,"y",4,0,0,16.34,16.34,"current",0,253,NA,NA
"885","83 1","83",1,29,"y",4,6,6,16.34,30.83,"current",14.49,253,0.0459535787550186,2.415
"886","83 1","83",1,29,"y",4,24.0166666666667,-6.11666666666667,16.34,56.58,"current",40.24,254,0.0224598566658394,1.67550312283137
"887","83 2","83",2,29,"y",4,0,0,12.09,12.09,"current",0,253,NA,NA
"888","83 2","83",2,29,"y",4,6,6,12.09,19.84,"current",7.75,253,0.0358525611595647,1.29166666666667
"889","83 2","83",2,29,"y",4,24.0166666666667,-6.11666666666667,12.09,55.45,"current",43.36,254,0.0275423421078865,1.80541290770298
"890","83 3","83",3,29,"y",4,0,0,9,9,"current",0,253,NA,NA
"891","83 3","83",3,29,"y",4,6,6,9,17.5,"current",8.5,253,0.0481325898744949,1.41666666666667
"892","83 3","83",3,29,"y",4,24.0166666666667,-6.11666666666667,9,46.42,"current",37.42,254,0.0296653418465194,1.55808466342818
"893","83 4","83",4,29,"y",4,0,0,13.04,13.04,"current",0,253,NA,NA
"894","83 4","83",4,29,"y",4,6,6,13.04,24.68,"current",11.64,253,0.0461779273275504,1.94
"895","83 4","83",4,29,"y",4,24.0166666666667,-6.11666666666667,13.04,49.85,"current",36.81,254,0.0242493090042376,1.53268563497571
"896","83 5","83",5,29,"y",4,0,0,9.67,9.67,"current",0,253,NA,NA
"897","83 5","83",5,29,"y",4,6,6,9.67,19.78,"current",10.11,253,0.0517999688630265,1.685
"898","83 5","83",5,29,"y",4,24.0166666666667,-6.11666666666667,9.67,49.84,"current",40.17,254,0.0296523897113718,1.67258848022207
"899","83 6","83",6,29,"y",4,0,0,15.95,15.95,"current",0,253,NA,NA
"900","83 6","83",6,29,"y",4,6,6,15.95,21.56,"current",5.61,253,0.0218146781869168,0.935
"901","83 6","83",6,29,"y",4,24.0166666666667,-6.11666666666667,15.95,48.39,"current",32.44,254,0.0200691853455416,1.35072866065232
"902","83 7","83",7,29,"y",4,0,0,11.19,11.19,"current",0,253,NA,NA
"903","83 7","83",7,29,"y",4,6,6,11.19,21.12,"current",9.93,253,0.0459773045555708,1.655
"904","83 7","83",7,29,"y",4,24.0166666666667,-6.11666666666667,11.19,47.43,"current",36.24,254,0.0261161570349835,1.5089521165857
"905","83 8","83",8,29,"y",4,0,0,9.98,9.98,"current",0,253,NA,NA
"906","83 8","83",8,29,"y",4,6,6,9.98,15.25,"current",5.27,253,0.0306898837325723,0.878333333333333
"907","83 8","83",8,29,"y",4,24.0166666666667,-6.11666666666667,9.98,50.41,"current",40.43,254,0.0292874180215453,1.68341429562804
"908","83 9","83",9,29,"y",4,0,0,13.82,13.82,"current",0,253,NA,NA
"909","83 9","83",9,29,"y",4,6,6,13.82,23.43,"current",9.61,253,0.0382107075931305,1.60166666666667
"910","83 9","83",9,29,"y",4,24.0166666666667,-6.11666666666667,13.82,48.22,"current",34.4,254,0.022597605676749,1.4323386537127
"911","79 13","79",13,11,"y",4,0,0,17.48,17.48,"current",0,253,NA,NA
"912","79 13","79",13,11,"y",4,6,6,17.48,19.12,"current",1.64,253,0.00649107660694951,0.273333333333333
"913","79 13","79",13,11,"y",4,24.0333333333333,-6.13333333333333,17.48,23.62,"current",6.14,254,0.00543988065100327,0.255478502080444
"914","79 14","79",14,11,"y",4,0,0,15.76,15.76,"current",0,253,NA,NA
"915","79 14","79",14,11,"y",4,6,6,15.76,17.76,"current",2,253,0.00864779138150762,0.333333333333334
"916","79 14","79",14,11,"y",4,24.0333333333333,-6.13333333333333,15.76,21.47,"current",5.71,254,0.00558706648887845,0.237586685159501
"917","79 15","79",15,11,"y",4,0,0,12.61,12.61,"current",0,253,NA,NA
"918","79 15","79",15,11,"y",4,6,6,12.61,15.44,"current",2.83,253,0.0146553682377726,0.471666666666667
"919","79 15","79",15,11,"y",4,24.0333333333333,-6.13333333333333,12.61,20.44,"current",7.83,254,0.00872811948222996,0.325797503467406
"920","80 1","80",1,11,"y",4,0,0,11.03,11.03,"current",0,253,NA,NA
"921","80 1","80",1,11,"y",4,6,6,11.03,13.6,"current",2.57,253,0.0151605659883378,0.428333333333333
"922","80 1","80",1,11,"y",4,24.0333333333333,-6.13333333333333,11.03,16.79,"current",5.76,254,0.00759258739380825,0.239667128987517
"923","80 2","80",2,11,"y",4,0,0,10.22,10.22,"current",0,253,NA,NA
"924","80 2","80",2,11,"y",4,6,6,10.22,12.34,"current",2.12,253,0.0136440439830882,0.353333333333333
"925","80 2","80",2,11,"y",4,24.0333333333333,-6.13333333333333,10.22,14.57,"current",4.35,254,0.00640812715553244,0.180998613037448
"926","81 6","81",6,11,"y",4,0,0,9.13,9.13,"current",0,253,NA,NA
"927","81 6","81",6,11,"y",4,6,6,9.13,10.1,"current",0.969999999999999,253,0.00730843270805727,0.161666666666666
"928","81 6","81",6,11,"y",4,24.0333333333333,-6.13333333333333,9.13,11.86,"current",2.73,254,0.00472734721888813,0.113592233009709
"929","81 7","81",7,11,"y",4,0,0,9.26,9.26,"current",0,253,NA,NA
"930","81 7","81",7,11,"y",4,6,6,9.26,11.48,"current",2.22,253,0.0155551502300034,0.37
"931","81 7","81",7,11,"y",4,24.0333333333333,-6.13333333333333,9.26,13.32,"current",4.06,254,0.00656976025599228,0.168932038834951
"932","81 8","81",8,11,"y",4,0,0,13.61,13.61,"current",0,253,NA,NA
"933","81 8","81",8,11,"y",4,6,6,13.61,13.49,"current",-0.119999999999999,253,-0.000641029255238383,-0.0199999999999999
"934","81 8","81",8,11,"y",4,24.0333333333333,-6.13333333333333,13.61,18.2,"current",4.59,254,0.00525159207136228,0.190984743411928
"935","81 9","81",9,11,"y",4,0,0,9.19,9.19,"current",0,253,NA,NA
"936","81 9","81",9,11,"y",4,6,6,9.19,10.18,"current",0.99,253,0.00740537776910479,0.165
"937","81 9","81",9,11,"y",4,24.0333333333333,-6.13333333333333,9.19,10.58,"current",1.39,254,0.0025452214832062,0.0578363384188627
"938","81 10","81",10,11,"y",4,0,0,14.18,14.18,"current",0,253,NA,NA
"939","81 10","81",10,11,"y",4,6,6,14.18,16.93,"current",2.75,253,0.0128301212103146,0.458333333333333
"940","81 10","81",10,11,"y",4,24.0333333333333,-6.13333333333333,14.18,21.38,"current",7.2,254,0.00742017212312253,0.299583911234397
"941","83 10","83",10,11,"y",4,0,0,12.89,12.89,"current",0,253,NA,NA
"942","83 10","83",10,11,"y",4,6,6,12.89,14.56,"current",1.67,253,0.00881807627060257,0.278333333333333
"943","83 10","83",10,11,"y",4,24.0333333333333,-6.13333333333333,12.89,19.82,"current",6.93,254,0.00777464907611041,0.288349514563107
"944","83 11","83",11,11,"y",4,0,0,11.84,11.84,"current",0,253,NA,NA
"945","83 11","83",11,11,"y",4,6,6,11.84,12.66,"current",0.82,253,0.00484700054907254,0.136666666666667
"946","83 11","83",11,11,"y",4,24.0333333333333,-6.13333333333333,11.84,15.8,"current",3.96,254,0.00521381627881505,0.164771151178918
"947","81 11","81",11,17,"y",4,0,0,10.23,10.23,"current",0,253,NA,NA
"948","81 11","81",11,17,"y",4,6,6,10.23,11.87,"current",1.64,253,0.0107625142070718,0.273333333333333
"949","81 11","81",11,17,"y",4,23.8666666666667,-6.13333333333333,10.23,20.13,"current",9.9,254,0.0123171008872833,0.414804469273743
"950","81 12","81",12,17,"y",4,0,0,12.01,12.01,"current",0,253,NA,NA
"951","81 12","81",12,17,"y",4,6,6,12.01,14.86,"current",2.85,253,0.0154126336702751,0.475
"952","81 12","81",12,17,"y",4,23.8666666666667,-6.13333333333333,12.01,22.04,"current",10.03,254,0.0110475663174654,0.420251396648045
"953","81 13","81",13,17,"y",4,0,0,9.24,9.24,"current",0,253,NA,NA
"954","81 13","81",13,17,"y",4,6,6,9.24,11.92,"current",2.68,253,0.0184340473640185,0.446666666666667
"955","81 13","81",13,17,"y",4,23.8666666666667,-6.13333333333333,9.24,19.57,"current",10.33,254,0.0136558179233755,0.432821229050279
"956","83 13","83",13,17,"y",4,0,0,12.09,12.09,"current",0,253,NA,NA
"957","83 13","83",13,17,"y",4,6,6,12.09,15.25,"current",3.16,253,0.0168072571370054,0.526666666666667
"958","83 13","83",13,17,"y",4,23.8666666666667,-6.13333333333333,12.09,26.09,"current",14,254,0.0139964152893624,0.58659217877095
"959","83 14","83",14,17,"y",4,0,0,12.32,12.32,"current",0,253,NA,NA
"960","83 14","83",14,17,"y",4,6,6,12.32,16.36,"current",4.04,253,0.0205287652511496,0.673333333333333
"961","83 14","83",14,17,"y",4,23.8666666666667,-6.13333333333333,12.32,25.39,"current",13.07,254,0.0131586030605579,0.547625698324022
"962","83 15","83",15,17,"y",4,0,0,11.23,11.23,"current",0,253,NA,NA
"963","83 15","83",15,17,"y",4,6,6,11.23,17.05,"current",5.82,253,0.0302241045111764,0.97
"964","83 15","83",15,17,"y",4,23.8666666666667,-6.13333333333333,11.23,27.01,"current",15.78,254,0.0159697553600276,0.661173184357542
"965","83 16","83",16,17,"y",4,0,0,7.6,7.6,"current",0,253,NA,NA
"966","83 16","83",16,17,"y",4,6,6,7.6,11.06,"current",3.46,253,0.0271569224479814,0.576666666666667
"967","83 16","83",16,17,"y",4,23.8666666666667,-6.13333333333333,7.6,18.99,"current",11.39,254,0.0166638843207916,0.477234636871508
"968","83 17","83",17,17,"y",4,0,0,8.98,8.98,"current",0,253,NA,NA
"969","83 17","83",17,17,"y",4,6,6,8.98,11.66,"current",2.68,253,0.0189037022926152,0.446666666666667
"970","83 17","83",17,17,"y",4,23.8666666666667,-6.13333333333333,8.98,19.89,"current",10.91,254,0.0144703259688742,0.457122905027933
"971","83 18","83",18,17,"y",4,0,0,10.9,10.9,"current",0,253,NA,NA
"972","83 18","83",18,17,"y",4,6,6,10.9,14.2,"current",3.3,253,0.0191436410737388,0.55
"973","83 18","83",18,17,"y",4,23.8666666666667,-6.13333333333333,10.9,24.98,"current",14.08,254,0.0150907515124648,0.589944134078212
"974","83 19","83",19,23,"y",4,0,0,19.5,19.5,"current",0,253,NA,NA
"975","83 19","83",19,23,"y",4,6.01666666666667,6.01666666666667,19.5,30.38,"current",10.88,253,0.0320032949857478,1.80831024930748
"976","83 19","83",19,23,"y",4,24.0666666666667,-6.03333333333333,19.5,37.37,"current",17.87,254,0.0117377487460022,0.742520775623269
"977","83 20","83",20,23,"y",4,0,0,15.12,15.12,"current",0,253,NA,NA
"978","83 20","83",20,23,"y",4,6.01666666666667,6.01666666666667,15.12,28.39,"current",13.27,253,0.045475944824488,2.20554016620499
"979","83 20","83",20,23,"y",4,24.0666666666667,-6.03333333333333,15.12,46.52,"current",31.4,254,0.0202806612835688,1.30470914127424
"980","83 21","83",21,23,"y",4,0,0,14.09,14.09,"current",0,253,NA,NA
"981","83 21","83",21,23,"y",4,6.01666666666667,6.01666666666667,14.09,24.37,"current",10.28,253,0.0395475683227759,1.70858725761773
"982","83 21","83",21,23,"y",4,24.0666666666667,-6.03333333333333,14.09,52.4,"current",38.31,254,0.0237016742607079,1.59182825484765
"983","83 22","83",22,23,"y",4,0,0,13.52,13.52,"current",0,253,NA,NA
"984","83 22","83",22,23,"y",4,6.01666666666667,6.01666666666667,13.52,20.4,"current",6.88,253,0.029693098474285,1.14349030470914
"985","83 22","83",22,23,"y",4,24.0666666666667,-6.03333333333333,13.52,45.17,"current",31.65,254,0.0217675927543952,1.31509695290859
"986","83 23","83",23,23,"y",4,0,0,11.93,11.93,"current",0,253,NA,NA
"987","83 23","83",23,23,"y",4,6.01666666666667,6.01666666666667,11.93,16.84,"current",4.91,253,0.0248811595833721,0.81606648199446
"988","83 23","83",23,23,"y",4,24.0666666666667,-6.03333333333333,11.93,41.5,"current",29.57,254,0.0224961628687708,1.2286703601108
"989","83 24","83",24,23,"y",4,0,0,11.55,11.55,"current",0,253,NA,NA
"990","83 24","83",24,23,"y",4,6.01666666666667,6.01666666666667,11.55,18.16,"current",6.61,253,0.0326649074720615,1.09861495844875
"991","83 24","83",24,23,"y",4,24.0666666666667,-6.03333333333333,11.55,39.4,"current",27.85,254,0.0221432508696985,1.15720221606648
"992","83 25","83",25,11,"y",4,0,0,11.29,11.29,"current",0,253,NA,NA
"993","83 25","83",25,11,"y",4,6.05,6.05,11.29,12.88,"current",1.59,253,0.00945816877666536,0.262809917355372
"994","83 25","83",25,11,"y",4,24.1166666666667,-5.98333333333333,11.29,16.97,"current",5.68,254,0.00733882102526778,0.235521769177609
"995","83 26","83",26,11,"y",4,0,0,11.62,11.62,"current",0,253,NA,NA
"996","83 26","83",26,11,"y",4,6.05,6.05,11.62,13.97,"current",2.35,253,0.0132215335636149,0.388429752066116
"997","83 26","83",26,11,"y",4,24.1166666666667,-5.98333333333333,11.62,17.25,"current",5.63,254,0.00711470510110495,0.233448514167243
"998","83 27","83",27,11,"y",4,0,0,10.58,10.58,"current",0,253,NA,NA
"999","83 27","83",27,11,"y",4,6.05,6.05,10.58,13.6,"current",3.02,253,0.0180253290365373,0.499173553719008
"1000","83 27","83",27,11,"y",4,24.1166666666667,-5.98333333333333,10.58,16.68,"current",6.1,254,0.00819808066078312,0.252937111264686
"1001","65 5","65",5,11,"y",4,6,6,8.32,9.97,"current",1.65,254,0.013095305336822,0.275
"1002","65 5","65",5,11,"y",4,24,-6.18333333333333,8.32,13.37,"current",5.05,255,0.00858367004046919,0.210416666666667
"1003","66 15","66",15,11,"y",4,6,6,18.15,23.27,"current",5.12,254,0.0179866256524331,0.853333333333333
"1004","66 15","66",15,11,"y",4,24,-6.18333333333333,18.15,32.48,"current",14.33,255,0.0105308079665419,0.597083333333333
"1005","72 27","72",27,11,"y",4,6,6,17.94,22.33,"current",4.39,254,0.0158443807272274,0.731666666666666
"1006","72 27","72",27,11,"y",4,24,-6.18333333333333,17.94,25.65,"current",7.71,255,0.00646937211415673,0.32125
"1007","73 3","73",3,11,"y",4,6,6,17.15,18.95,"current",1.8,254,0.00722418165421697,0.3
"1008","73 3","73",3,11,"y",4,24,-6.18333333333333,17.15,21.59,"current",4.44,255,0.00416618824814339,0.185
"1009","73 4","73",4,11,"y",4,6,6,11.39,12.28,"current",0.889999999999999,254,0.00544577378767475,0.148333333333333
"1010","73 4","73",4,11,"y",4,24,-6.18333333333333,11.39,14.34,"current",2.95,255,0.00416772613552838,0.122916666666667
"1011","73 5","73",5,11,"y",4,6,6,8.77,10.32,"current",1.55,254,0.0117800173208587,0.258333333333333
"1012","73 5","73",5,11,"y",4,24,-6.18333333333333,8.77,12.32,"current",3.55,255,0.00615046310259859,0.147916666666667
"1013","75 3","75",3,11,"y",4,6,6,9.62,11.94,"current",2.32,254,0.0156382091259229,0.386666666666667
"1014","75 3","75",3,11,"y",4,24,-6.18333333333333,9.62,16.19,"current",6.57,255,0.00941965736314837,0.27375
"1015","75 4","75",4,11,"y",4,6,6,9.18,10.93,"current",1.75,254,0.0126295801247434,0.291666666666667
"1016","75 4","75",4,11,"y",4,24,-6.18333333333333,9.18,12.81,"current",3.63,255,0.00602943535597683,0.15125
"1017","75 5","75",5,11,"y",4,6,6,13.06,15.84,"current",2.78,254,0.0139686667190699,0.463333333333333
"1018","75 5","75",5,11,"y",4,24,-6.18333333333333,13.06,19.99,"current",6.93,255,0.00770290071579424,0.28875
"1019","77 5","77",5,11,"y",4,6,6,15.3,15.44,"current",0.139999999999999,254,0.000659310863686424,0.0233333333333331
"1020","77 5","77",5,11,"y",4,24,-6.18333333333333,15.3,15.84,"current",0.539999999999999,255,0.000627656101494826,0.0225
"1021","80 3","80",3,11,"y",4,24,-6.18333333333333,14.09,17.58,"current",3.49,255,0.00400449490118319,0.145416666666667
"1022","80 4","80",4,11,"y",4,6,6,10.01,11.45,"current",1.44,254,0.00972856819943135,0.24
"1023","80 4","80",4,11,"y",4,24,-6.18333333333333,10.01,14.42,"current",4.41,255,0.00660546595433715,0.18375
"1024","64 17","64",17,17,"y",4,6,6,14.52,20.4,"current",5.88,254,0.0246105918436373,0.98
"1025","64 17","64",17,17,"y",4,24.0166666666667,-6.15,14.52,34.08,"current",19.56,255,0.0154281597389558,0.814434420541291
"1026","66 16","66",16,17,"y",4,6,6,12.33,16.96,"current",4.63,254,0.0230771285541606,0.771666666666667
"1027","66 16","66",16,17,"y",4,24.0166666666667,-6.15,12.33,27.51,"current",15.18,255,0.0145119020316704,0.63206106870229
"1028","67 3","67",3,17,"y",4,6,6,10.31,15.15,"current",4.84,254,0.0278589945924679,0.806666666666667
"1029","67 3","67",3,17,"y",4,24.0166666666667,-6.15,10.31,27.48,"current",17.17,255,0.0177276084567937,0.714920194309507
"1030","67 4","67",4,17,"y",4,6,6,13.89,21.05,"current",7.16,254,0.0300916424056786,1.19333333333333
"1031","67 4","67",4,17,"y",4,24.0166666666667,-6.15,13.89,33.13,"current",19.24,255,0.0157190502488971,0.801110340041638
"1032","67 5","67",5,17,"y",4,6,6,14.54,17.77,"current",3.23,254,0.0145205035470471,0.538333333333333
"1033","67 5","67",5,17,"y",4,24.0166666666667,-6.15,14.54,25.52,"current",10.98,255,0.0101727798831134,0.457182512144344
"1034","69 13","69",13,17,"y",4,6,6,11.16,12.13,"current",0.970000000000001,254,0.00603276771083553,0.161666666666667
"1035","69 13","69",13,17,"y",4,24.0166666666667,-6.15,11.16,16.23,"current",5.07,255,0.0067725603840946,0.211103400416378
"1036","69 14","69",14,17,"y",4,6,6,12.52,15.48,"current",2.96,254,0.0153611045787438,0.493333333333333
"1037","69 14","69",14,17,"y",4,24.0166666666667,-6.15,12.52,23.34,"current",10.82,255,0.0112628670160281,0.450520471894518
"1038","69 15","69",15,17,"y",4,6,6,11.99,13.18,"current",1.19,254,0.0068493711931904,0.198333333333333
"1039","69 15","69",15,17,"y",4,24.0166666666667,-6.15,11.99,21.24,"current",9.25,255,0.0103401247457564,0.385149201943095
"1040","69 16","69",16,17,"y",4,6,6,15.59,17.98,"current",2.39,254,0.0103239287013947,0.398333333333333
"1041","69 16","69",16,17,"y",4,24.0166666666667,-6.15,15.59,26.11,"current",10.52,255,0.00932522234423746,0.438029146426093
"1042","74 14","74",14,17,"y",4,6,6,16.74,20.18,"current",3.44,254,0.0135276180406084,0.573333333333334
"1043","74 14","74",14,17,"y",4,24.0166666666667,-6.15,16.74,33.19,"current",16.45,255,0.0123768965475932,0.684941013185288
"1044","78 17","78",17,17,"y",4,6,6,17.96,20.89,"current",2.93,254,0.0109386846081705,0.488333333333333
"1045","78 17","78",17,17,"y",4,24.0166666666667,-6.15,17.96,31.2,"current",13.24,255,0.00998674233256727,0.551283830673144
"1046","79 16","79",16,17,"y",4,6,6,12.02,16.11,"current",4.09,254,0.0211985121254162,0.681666666666667
"1047","79 16","79",16,17,"y",4,24.0166666666667,-6.15,12.02,24.99,"current",12.97,255,0.0132350501787535,0.540041637751561
"1048","64 18","64",18,23,"y",4,6,6,8.67,12.18,"current",3.51,254,0.0246046984701077,0.585
"1049","64 18","64",18,23,"y",4,24.0666666666667,-6.1,8.67,26.45,"current",17.78,255,0.0201276971840025,0.738781163434903
"1050","66 17","66",17,23,"y",4,6,6,14.84,24.08,"current",9.24,254,0.0350370969404631,1.54
"1051","66 17","66",17,23,"y",4,24.0666666666667,-6.1,14.84,59,"current",44.16,255,0.02490656969664,1.83490304709141
"1052","66 18","66",18,23,"y",4,6,6,11.52,14.6,"current",3.08,254,0.017150062782874,0.513333333333333
"1053","66 18","66",18,23,"y",4,24.0666666666667,-6.1,11.52,35.2,"current",23.68,255,0.0201561018444988,0.98393351800554
"1054","66 19","66",19,23,"y",4,6,6,14.79,23.15,"current",8.36,254,0.0324304702261799,1.39333333333333
"1055","66 19","66",19,23,"y",4,24.0666666666667,-6.1,14.79,47.78,"current",32.99,255,0.0211611345464114,1.3707756232687
"1056","66 20","66",20,23,"y",4,6,6,17.9,20.37,"current",2.47,254,0.0093563330033785,0.411666666666667
"1057","66 20","66",20,23,"y",4,24.0666666666667,-6.1,17.9,51.4,"current",33.5,255,0.0190350452083954,1.39196675900277
"1058","66 21","66",21,23,"y",4,6,6,13.41,23.17,"current",9.76,254,0.0395828759897294,1.62666666666667
"1059","66 21","66",21,23,"y",4,24.0666666666667,-6.1,13.41,52.97,"current",39.56,255,0.0247895233414404,1.64376731301939
"1060","67 6","67",6,23,"y",4,6,6,10.14,11.36,"current",1.22,254,0.00822339606294712,0.203333333333333
"1061","67 6","67",6,23,"y",4,24.0666666666667,-6.1,10.14,23.73,"current",13.59,255,0.0153432042889206,0.564681440443213
"1062","67 7","67",7,23,"y",4,6,6,10.1,12.46,"current",2.36,254,0.0151994447567514,0.393333333333334
"1063","67 7","67",7,23,"y",4,24.0666666666667,-6.1,10.1,25.68,"current",15.58,255,0.0168396251640238,0.647368421052632
"1064","67 8","67",8,23,"y",4,6,6,13.08,14.65,"current",1.57,254,0.00820498011697997,0.261666666666667
"1065","67 8","67",8,23,"y",4,24.0666666666667,-6.1,13.08,32.1,"current",19.02,255,0.0162007183552614,0.790304709141274
"1066","67 9","67",9,23,"y",4,6,6,12.75,13.94,"current",1.19,254,0.00645876483200277,0.198333333333333
"1067","67 9","67",9,23,"y",4,24.0666666666667,-6.1,12.75,21.62,"current",8.87,255,0.00952959161415447,0.368559556786704
"1068","67 10","67",10,23,"y",4,6,6,13.05,15.74,"current",2.69,254,0.013565702724791,0.448333333333333
"1069","67 10","67",10,23,"y",4,24.0666666666667,-6.1,13.05,28.21,"current",15.16,255,0.0139110488011523,0.629916897506925
"1070","74 15","74",15,23,"y",4,6,6,11.31,17.54,"current",6.23,254,0.0317611640174277,1.03833333333333
"1071","74 15","74",15,23,"y",4,24.0666666666667,-6.1,11.31,42.45,"current",31.14,255,0.0238676630050353,1.29390581717452
"1072","63 1","63",1,29,"y",4,6,6,9.61,18.51,"current",8.9,254,0.0474471718473931,1.48333333333333
"1073","63 1","63",1,29,"y",4,24.05,-6.1,9.61,44.81,"current",35.2,255,0.0278025595112057,1.46361746361746
"1074","63 2","63",2,29,"y",4,6,6,18.24,27.97,"current",9.73,254,0.0309446053965217,1.62166666666667
"1075","63 2","63",2,29,"y",4,24.05,-6.1,18.24,60.67,"current",42.43,255,0.0217026678150375,1.76424116424116
"1076","63 3","63",3,29,"y",4,6,6,12.47,17.95,"current",5.48,254,0.0263663332392992,0.913333333333333
"1077","63 3","63",3,29,"y",4,24.05,-6.1,12.47,53.53,"current",41.06,255,0.0263089725532178,1.70727650727651
"1078","63 4","63",4,29,"y",4,6,6,11.14,19.41,"current",8.27,254,0.0401900574251088,1.37833333333333
"1079","63 4","63",4,29,"y",4,24.05,-6.1,11.14,44.59,"current",33.45,255,0.0250458329110976,1.39085239085239
"1080","63 5","63",5,29,"y",4,6,6,9.68,19.63,"current",9.95,254,0.0511741570486021,1.65833333333333
"1081","63 5","63",5,29,"y",4,24.05,-6.1,9.68,45.24,"current",35.56,255,0.0278439600392941,1.47858627858628
"1082","64 19","64",19,29,"y",4,6,6,17.72,25.75,"current",8.03,254,0.0270522526376963,1.33833333333333
"1083","64 19","64",19,29,"y",4,24.05,-6.1,17.72,35.65,"current",17.93,255,0.012623526679287,0.745530145530146
"1084","64 20","64",20,29,"y",4,6,6,12.66,20.61,"current",7.95,254,0.0352740476829794,1.325
"1085","64 20","64",20,29,"y",4,24.05,-6.1,12.66,37.88,"current",25.22,255,0.0197911128752557,1.04864864864865
"1086","64 21","64",21,29,"y",4,6,6,14.28,26.4,"current",12.12,254,0.0444792865716126,2.02
"1087","64 21","64",21,29,"y",4,24.05,-6.1,14.28,40.62,"current",26.34,255,0.0188778258473444,1.0952182952183
"1088","64 22","64",22,29,"y",4,6,6,11.73,15.56,"current",3.83,254,0.0204519300896902,0.638333333333333
"1089","64 22","64",22,29,"y",4,24.05,-6.1,11.73,40.52,"current",28.79,255,0.0223855062192397,1.1970893970894
"1090","65 6","65",6,29,"y",4,6,6,11.3,18.59,"current",7.29,254,0.0360334910480798,1.215
